portId,port,itemId,item,weight,buyPrice,buyQty,sellPrice,sellQty,isContractsExist,active114,nationName,taxRate,snapshotUTC
8,Little Harbour,72,6pd Medium Gun,1.63,121,10022,30,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,70,4pd Medium Gun,1.2,100,10000,25,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,50,12pd Carronade,1.05,125,10000,31,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,989,Doubloons,0.01,46,39188,32,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,1844,Medicinal bark,0.12,6,1200000,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,1122,Rig Repairs,0.2,270,342,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,3222,Fishing Nets,0.23,4,7,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,620,Fish Meat,0.05,4,117,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,3221,Fishing Hooks,0.23,4,2,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,360,Barrels,0.06,6,1,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,621,Salt,0.23,4,3,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
8,Little Harbour,887,Provisions,1.02,65,21,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,72,6pd Medium Gun,1.63,121,10004,30,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,70,4pd Medium Gun,1.2,100,10012,25,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,50,12pd Carronade,1.05,125,10000,31,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,989,Doubloons,0.01,48,11797,32,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,1124,Hull Repairs,0.2,270,20000,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,28,Hemp,0.33,2,3600000,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,3222,Fishing Nets,0.23,4,28,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,621,Salt,0.23,4,63,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,3221,Fishing Hooks,0.23,4,47,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,73,9pd Medium Gun,1.95,142,7,35,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,1844,Medicinal bark,0.12,10,12,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,620,Fish Meat,0.05,4,42,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
9,Marsh Harbour,360,Barrels,0.06,6,4,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,72,6pd Medium Gun,1.63,121,10000,30,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,70,4pd Medium Gun,1.2,100,10000,25,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,50,12pd Carronade,1.05,125,10008,31,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,989,Doubloons,0.01,46,32424,32,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,28,Hemp,0.33,2,3600000,1,,TRUE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,1844,Medicinal bark,0.12,10,9,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,887,Provisions,1.02,65,12,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,66,18pd Medium Gun,2.75,184,2,46,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,73,9pd Medium Gun,1.95,142,24,35,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,620,Fish Meat,0.05,4,281,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,864,Saltpeter,0.33,6,58,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,621,Salt,0.23,4,4,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,39,Oak Log,0.33,4,2,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,44,Teak Log,0.33,10,6,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,3222,Fishing Nets,0.23,4,2,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,30,Lignum Vitae Log,0.33,6,3,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,360,Barrels,0.06,6,1,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
10,Bimini,3221,Fishing Hooks,0.23,4,3,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,72,6pd Medium Gun,1.63,121,12511,30,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,70,4pd Medium Gun,1.2,100,10529,25,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,50,12pd Carronade,1.05,125,10038,31,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,989,Doubloons,0.01,47,24884,32,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,2975,Ball Ammo,0.02,14,500000,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,73,9pd Medium Gun,1.95,142,8,35,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,864,Saltpeter,0.33,4,1200000,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,621,Salt,0.23,4,116,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,620,Fish Meat,0.05,4,527,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,62,4pd Long Gun,1.5,129,1,32,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,3221,Fishing Hooks,0.23,4,10,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,3222,Fishing Nets,0.23,4,6,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,1844,Medicinal bark,0.12,10,4,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,360,Barrels,0.06,6,3,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,21,Rum,0.17,16,3,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
11,Mimbres,2978,Gunpowder,0.01,8,375,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,72,6pd Medium Gun,1.63,121,10016,30,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,70,4pd Medium Gun,1.2,100,10040,25,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,50,12pd Carronade,1.05,125,10000,31,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,989,Doubloons,0.01,45,43098,32,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,887,Provisions,1.02,65,1200000,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,620,Fish Meat,0.05,4,565,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,1844,Medicinal bark,0.12,10,17,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,621,Salt,0.23,4,5,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,21,Rum,0.17,16,29,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,3222,Fishing Nets,0.23,4,2,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,29,Iron Ore,0.33,8,151,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,26,Fir Log,0.33,4,28,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,30,Lignum Vitae Log,0.33,6,55,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,39,Oak Log,0.33,4,242,1,,FALSE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,3221,Fishing Hooks,0.23,4,1,1,,FALSE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,14,Oak Planks,0.07,8,10000,1,,TRUE,FALSE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,1122,Rig Repairs,0.2,600,335,1,,TRUE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,1124,Hull Repairs,0.2,600,657,1,,TRUE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,2975,Ball Ammo,0.02,15,14321,1,,TRUE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,2977,Grape Ammo,0.04,100,780,1,,TRUE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
12,Morgan's Bluff,2978,Gunpowder,0.01,15,39767,1,,TRUE,TRUE,Neutral,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,2978,Gunpowder,0.01,3,499,2,42384,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1124,Hull Repairs,0.2,269,390,10,100,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1122,Rig Repairs,0.2,269,144,35,100,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,2975,Ball Ammo,0.02,4,19500,1,,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,2976,Chain Ammo,0.08,55,1247,10,350,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,2977,Grape Ammo,0.04,55,1084,10,196,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,365,Medicine,0.05,70,862,7,533,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1843,Coconut Fibres,6,85,12549,43,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1853,Lemons,5,68,10508,34,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1872,Pineapples,5,68,10810,34,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1869,Coconuts,5,68,10508,34,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1848,Corals,6,85,12549,43,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,888,Cotton,116.67,1727,1530,863,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,72,6pd Medium Gun,1.63,99,42,30,,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,70,4pd Medium Gun,1.2,96,68,25,,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,50,12pd Carronade,1.05,125,10833,31,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,989,Doubloons,0.01,42,1630,33,4840,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,65,12pd Medium Gun,2.26,163,12691,40,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,73,9pd Medium Gun,1.95,136,34,35,,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,66,18pd Medium Gun,2.75,184,3565,46,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,67,24pd Medium Gun,3.27,204,1366,51,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,68,32pd Medium Gun,3.85,225,99,56,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,69,42pd Medium Gun,4.55,267,93,66,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,32,Batavian Spices,35,518,4232,259,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,838,Dutch Cacao,17.5,249,12599,124,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,840,Dutch Peanut Butter,8.75,119,10458,60,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,813,Bavarian wheat,1.17,16,57943,8,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,843,Suriname Indigo,35,518,4232,259,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1856,White Pepper,17.5,249,12549,124,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1877,Black Pepper,17.5,249,12549,124,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,3221,Fishing Hooks,0.23,4,141,1,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,3222,Fishing Nets,0.23,4,50,1,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,360,Barrels,0.06,6,9972,5,1972,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,693,36pd Medium Gun,4.37,246,4,61,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,620,Fish Meat,0.05,4,977,1,,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,14,Oak Planks,0.07,4,10000,1,,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,621,Salt,0.23,4,26,1,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1842,Bananas,1.17,16,124738,8,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,1844,Medicinal bark,0.12,10,7,1,,FALSE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,21,Rum,0.17,16,6,1,,FALSE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,3,Ropes and Blocks,0.25,20,,5,2000,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,26,Fir Log,0.33,4,,1,,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,28,Hemp,0.33,4,,2,248,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,29,Iron Ore,0.33,8,,4,500,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,30,Lignum Vitae Log,0.33,6,,3,252,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,39,Oak Log,0.33,4,,3,1371,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,43,Stone Block,0.33,3,,2,444,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,44,Teak Log,0.33,10,,10,728,TRUE,TRUE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,52,24pd Carronade,1.9,1999,4,40,,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,53,32pd Carronade,2.46,1999,26,45,,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
14,Nassau,62,4pd Long Gun,1.5,798,58,33,64,TRUE,FALSE,Verenigde Provinciën,0.05,2026-08-14T20:06:11.965878Z
