portId,port,nationId,nationName,x,y,taxRate,snapshotUTC,provider,sourceUrl
16,Governor's Harbour,0,Neutral,-76600.0017121435,-356400.007966161,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
17,Arthur's Town,0,Neutral,-104000.002324581,-328600.007344783,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
18,George's Town,0,Neutral,-95000.0021234155,-292200.006531179,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
20,Deadman's Cay,0,Neutral,-124400.002780557,-273000.006102026,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
21,Ragged Cay,1,Pirates,-109600.002449751,-221800.004957616,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
22,Watlings,0,Neutral,-152800.003415346,-300200.006709993,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
23,Pitt's Town,0,Neutral,-162200.003625453,-250400.005596876,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
26,Mayaguana,0,Neutral,-221200.004944205,-247000.00552088,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
27,Mortimer Town,1,Pirates,-192400.004300475,-165000.003688037,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
29,Little Inagua,1,Pirates,-218800.004890561,-192600.004304946,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
30,Parrot Cay,1,Pirates,-255600.005713105,-207400.004635751,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
33,Grand Turk,1,Pirates,-312000.006973744,-184800.004130602,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
35,Baja,2,España,261400.005842745,-246000.005498529,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
38,La Habana,2,España,188200.004206598,-265400.005932152,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
39,Matanzas,2,España,154600.003455579,-263200.005882979,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
42,La Anguila,2,España,46600.0010415912,-278800.006231666,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
43,Remedios,2,España,64800.0014483929,-239800.005359948,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
44,Cayo Romano,1,Pirates,8600.00019222498,-235800.005270541,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
46,Nuevitas,1,Pirates,-33400.0007465482,-188200.004206598,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
49,Puerto de Nipe,3,France,-95800.0021412969,-153000.003419817,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
50,Baracoa,2,España,-150800.003370643,-135800.003035367,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
51,Puerto Escondido,4,Great Britain,-127000.002838671,-114400.002557039,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
52,Santiago de Cuba,4,Great Britain,-92200.0020608306,-116800.002610684,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
54,Portillo,4,Great Britain,-36000.0008046627,-114000.002548099,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
55,Manzanillo,4,Great Britain,-37400.0008359552,-138200.003089011,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
56,Santa Cruz,4,Great Britain,800.000017881394,-151800.003392994,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
57,Santa María,4,Great Britain,26400.000590086,-185600.004148483,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
59,Trinidad,4,Great Britain,86200.0019267202,-201200.004497171,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
62,San Lazaro,4,Great Britain,169200.003781915,-225600.005042553,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
65,Pinar del Río,4,Great Britain,256800.005739927,-221800.004957616,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
66,Corrientes,4,Great Britain,283800.006343424,-210200.004698336,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
68,Santa Fe,4,Great Britain,181000.004045665,-208800.004667044,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
71,Siguanea,4,Great Britain,204800.004577637,-196200.004385412,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
72,George Town,4,Great Britain,133200.002977252,-90200.0020161272,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
74,Cayman Brac,4,Great Britain,61800.0013813377,-112000.002503395,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
77,Port Antonio,2,España,-55200.0012338162,-32400.0007241964,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
79,Kingston / Port Royal,4,Great Britain,-42400.0009477139,-22600.0005051494,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
81,Savanna la Mar,4,Great Britain,16200.0003620982,-32200.0007197261,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
82,Sale-Trou,1,Pirates,-271200.006061792,-29800.0006660819,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
83,Jacmel,4,Great Britain,-240600.005377829,-34200.0007644296,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
85,La Navasse,4,Great Britain,-125800.002811849,-43600.000974536,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
86,Les Cayes,4,Great Britain,-185400.004144013,-31800.0007107854,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
88,Jérémie,4,Great Britain,-169200.003781915,-53400.001193583,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
90,Léogane,2,España,-236000.005275011,-48200.001077354,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
91,Port-au-Prince,2,España,-248800.005561113,-48200.001077354,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
92,Saint-Marc,2,España,-234200.005234778,-76400.0017076731,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
94,Saint-Nicolas,1,Pirates,-202600.004528463,-109200.00244081,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
95,Port-de-Paix,3,France,-228000.005096197,-116000.002592802,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
96,La Tortue,5,Verenigde Provinciën,-234800.005248189,-118400.002646446,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
97,Cap-Français,3,France,-257000.005744398,-106200.002373755,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
100,La Isabela,2,España,-307800.006879866,-112800.002521277,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
101,Puerto Plata,3,France,-324800.007259846,-109600.002449751,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
103,Bahía Escocesa,2,España,-365200.008162856,-88200.0019714237,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
104,Samaná,1,Pirates,-390600.008730591,-79600.0017791987,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
105,Macao,1,Pirates,-424600.00949055,-60000.0013411045,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
106,Higüey,1,Pirates,-421400.009419024,-41200.0009208918,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
108,Santo Domingo,1,Pirates,-362600.008104742,-45400.0010147691,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
111,Barahona,1,Pirates,-308600.006897748,-31800.0007107854,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
112,La Mona,5,Verenigde Provinciën,-454400.010156632,-26400.000590086,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
113,Aguadilla,1,Pirates,-482000.01077354,-56600.0012651086,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
115,San Juan,1,Pirates,-532600.011904538,-47400.0010594726,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
116,Fajardo,1,Pirates,-559400.012503565,-44600.0009968877,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
117,Guayama,1,Pirates,-548200.012253225,-28800.0006437302,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
119,Guánica,2,España,-489800.010947883,-37000.0008270145,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
123,Amalienborg,2,España,-596600.01333505,-33800.0007554889,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
127,Spanish Town,2,España,-625600.01398325,-35400.0007912517,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
129,Christiansted,2,España,-600600.013424456,-11000.0002458692,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
130,Hat Island,1,Pirates,-659000.014729798,-50000.0011175871,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
131,Marigot,1,Pirates,-678200.015158952,-23800.0005319715,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
133,Gustavia,3,France,-687000.015355647,-10000.0002235174,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
134,Codrington,1,Pirates,-735400.016437471,-6600.0001475215,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
135,Fort Baai,1,Pirates,-662400.014805794,-7600.00016987324,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
136,Oranjestad,1,Pirates,-678600.015167892,6400.00014305115,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
137,Basseterre Town,1,Pirates,-693400.015498698,13400.0002995133,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
140,Saint John's,1,Pirates,-735400.016437471,18600.0004157424,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
145,Pointe-à-Pitre,3,France,-748200.016723574,60800.0013589859,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
146,Basse-Terre,1,Pirates,-739400.016526878,72800.0016272068,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
149,Camp du Roy,1,Pirates,-759200.016969443,78600.0017568469,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
150,Aves,5,Verenigde Provinciën,-652400.014582277,96400.002154708,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
152,Roseau,1,Pirates,-755800.016893447,107200.002396107,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
154,La Trinité,3,France,-776000.017344952,131600.002941489,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
156,Fort-Royal,3,France,-770600.017224253,139800.003124774,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
159,Vieux-Fort,3,France,-775600.017336011,180000.004023314,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
161,Bridgetown,3,France,-809000.018082559,223200.004988909,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
162,Kingstown,3,France,-762800.017049909,208800.004667044,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
164,Saint George,3,France,-738000.016495586,261200.005838275,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
165,Scarborough,2,España,-790000.017657876,303800.006790459,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
169,Puerto de España,3,France,-752600.016821921,328400.007340312,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
170,La Blanquilla,3,France,-608600.01360327,268000.005990267,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
171,La Orchilla,3,France,-531600.011882186,274400.006133318,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
172,Las Aves,3,France,-483600.010809303,266800.005963445,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
173,Fort Oranje,3,France,-439600.009825826,259000.005789101,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
174,Willemstad,2,España,-411400.009195507,256200.005726516,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
175,Fort Zoutman,2,España,-359600.008037687,242000.005409122,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
176,Santo Tomé de Guayana,3,France,-791200.017684698,425200.009503961,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
177,Caño Araguao,3,France,-787800.017608703,392600.008775294,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
179,Guayaguayare,5,Verenigde Provinciën,-776800.017362833,352400.007876754,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
180,Pedernales,3,France,-721600.016129017,358800.008019805,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
181,Yaguaraparo,3,France,-692400.015476346,334800.007483363,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
183,Galdonas,3,France,-689800.015418232,325600.007277727,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
185,Pampatar,3,France,-647000.014461577,310200.00693351,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
187,La Tortuga,3,France,-577000.012896955,314400.007027388,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
189,Cumaná,3,France,-629000.014059246,337600.007545948,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
191,Píritu,3,France,-590400.013196469,356400.007966161,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
192,Río Chico,3,France,-546200.012208522,341200.007626414,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
193,Caracas,3,France,-500800.011193753,331000.007398427,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
194,Puerto Cabello,3,France,-452000.010102988,337800.007550419,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
196,Coro,2,España,-380400.008502603,290800.006499887,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
197,Mitara,2,España,-363200.008118153,288200.006441772,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
198,Casigua,2,España,-315600.00705421,308000.006884337,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
201,Gibraltar,2,España,-308400.006893277,397200.008878112,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
203,Perijá,2,España,-265000.005923212,368800.008243323,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
204,Maracaibo,2,España,-286800.00641048,330400.007385016,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
207,Coquibacoa,3,France,-305800.006835163,251400.005619228,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
208,Cabo de la Vela,3,France,-262600.005869568,255600.005713105,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
209,Río de la Hacha,3,France,-231000.005163252,286600.006406009,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
210,Santa Marta,2,España,-170600.003813207,300000.006705523,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
212,Cartagena de Indias,2,España,-113400.002534688,336200.007514656,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
213,Tolú,3,France,-108200.002418459,383200.008565188,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
214,Dariena,5,Verenigde Provinciën,-45200.0010102988,458000.010237098,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
216,Canalete,3,France,-70400.0015735627,415200.009280443,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
218,Playón,3,France,12400.0002771616,396000.00885129,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
220,Portobelo,2,España,75800.0016942621,385000.008605421,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
222,Calobelo,2,España,125200.002798438,414400.009262562,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
223,Concepción,2,España,160600.00358969,420600.009401143,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
225,Almirante,2,España,197000.004403293,401200.008967519,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
